                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
   -3209.1393733263353170     8177.1825334288832892        0.0000000000000000       2913        197        136        132        126          0          0        0.0000000000000000 125882.7313951982359868 131468.2725513520999812 132843.9462377895251848 132549.9876157735707238 130137.5305794580926886 122319.2128334472654387 125894.5661207606026437 131590.2429665498784743 131643.0938567101838998 125828.3513569790229667 131203.9687466789036989 134689.4266361557529308 135526.5652521587908268 130041.9943982610420790 126880.1251838742318796 129763.4027407972898800 133659.3348749130964279 129101.2946295497531537 131827.6965230041532777 123893.7740739306464093 126641.7109945949632674 133786.1366768660664093 129544.8400318702915683 128832.4917068939539604
    5146.6386268954947809     6943.4249924470323094        0.0000000000000000       4908        181        132        115        114          0          0        0.0000000000000000 117575.2415808577497955 119220.4557047873968259 120120.1825891827902524 117425.8302089865755988 126173.2826223181909882 118648.9822061480954289 125509.6249806202977197 131667.7309672794654034 125335.9819811652123462 124529.3361908885708544 124556.0764561962860171 128024.2005412295693532 125522.4539738772728015 125330.5277145481813932 122735.7431108352902811 127491.3826369828311726 121720.7804887927195523 112952.6078316917992197 124886.5613867323845625 128875.3504606533388142 123010.6387955805257661 130247.7722512473410461 117588.1507767504081130 119328.5426496120053343
    8197.9481939964189223    -3074.7510038456161965        0.0000000000000000       6146        177        118        126        109          0          0        0.0000000000000000 111462.2438762651145225 123624.2060854879964609 121150.2611017795279622 126942.6205998509103665 125968.6528585935448064 122816.5031584527023369 125585.0724546578276204 125978.8117389310791623 124735.7199869823234621 124998.0018992996483576 118641.5565136755903950 118978.9040095788514009 115423.9543243566295132 118113.8607396109582623 118776.9345664610154927 118160.9390838146791793 126824.8049804208712885 125764.0537018828326836 127365.7325160932086874 121018.1547345697908895 121112.4867219659208786 114652.4513176729669794 123812.8702038337942213 120486.5410787759610685
   -8140.0853692560713171     3701.9795589295558784        0.0000000000000000       8222        148        108         94         94          0          0        0.0000000000000000 142544.3334603010152932 138267.1804323098913301 139910.2673827936232556 134820.8250442314310931 138393.0739555665932130 132412.1435908419080079 136774.5564436235872563 138704.5450866397586651 138491.7182269606564660 145057.3942636598658282 146094.6260560496884864 148924.1284686914877966 141608.4268821018340532 145255.5404814106004778 145062.1309073801094200 137571.6230438553902786 140991.4799979717645328 135647.6928905123495497 140214.4265158743946813 144081.9664798418234568 142683.2930832626007032 140182.8710525795177091 142999.4054853843117598 138916.2509836797253229
   -6089.1712595138378674    -6369.2913913844504350        0.0000000000000000       3493        246        174        160        158          0          0        0.0000000000000000 133539.0737425841507502 133319.0602084750134964 130562.9517764636257198 131554.4240270892623812 131988.3893948748300318 139186.3381049725285266 138148.4045617785886861 127385.5273744203441311 137573.2713334180880338 130163.1022797209298005 129453.4068635623552836 137333.4878017590963282 138323.7446697751292959 127273.1803764894430060 138341.3352732399362139 132290.8560376020614058 135694.6316455895139370 137323.8818862329353578 139238.8786606339854188 139929.0484089415695053 132655.7241325033246540 133439.7487474418303464 134938.9405117699643597 129699.0978792848036392
   -7988.8348431024433012    -3667.3072926815971186        0.0000000000000000       9337        200        128        126        146          0          0        0.0000000000000000 137555.7517049301823135 146795.6843437983188778 139974.0407910955545958 135643.6052417622995563 135356.3277020936366171 132955.0824632034637034 130148.7486903823737521 129815.9367612918431405 140013.1053769442369230 136370.1187757893349044 130492.2763273693271913 141589.9029113336582668 132335.6374978123931214 133136.8797996402136050 136985.0232873925706372 135621.3339106189669110 136523.3042984489002265 131887.7790410608286038 140407.2645783212210517 133542.2896099879289977 137147.8693540868698619 137222.6605997490696609 131550.7684852874372154 137041.1954009492765181
   -2080.7859972446058237     8502.0957596932057641        0.0000000000000000       2592        186        118        128        124          0          0        0.0000000000000000 143176.8270377839508001 142883.7283226554864086 136330.8934116354212165 141012.5783541276468895 143560.2650958232698031 135974.2327747132512741 141988.5865096430643462 137493.1134689190948848 140737.3236734027741477 135408.1023612372810021 136201.6424586114299018 124736.7807084778469289 127663.0867945218196837 135412.9823718547413591 128604.7710589545167750 132126.2092987397627439 138157.6216272926249076 129443.4019821644033073 132823.1158200544014107 126772.8507730133860605 142939.3607702615554444 135069.5737315578735434 134417.1571587063954212 139903.1776932383363601
    6752.6709348362965102     5619.8223304873699817        0.0000000000000000       5558        192        132        137        114          0          0        0.0000000000000000 131962.8452305571408942 126802.9919799074996263 126218.5057606791378930 132819.7037376824300736 137743.2590061100490857 132247.4209600612812210 130186.9810024075559340 120921.3711161628307309 131227.8933086031756829 127904.6572575043537654 124871.2333479792869184 122736.4279895455110818 122277.2673507456638617 120834.0691287541121710 124826.4741035440529231 120003.4089467469457304 122226.0100897734664613 130627.9783419491723180 130035.4162183891312452 128132.6919171830231789 126668.4882161186251324 123155.1872081604233244 127317.8049403216864448 126396.0038971548783593
    6311.9231817582704025    -5994.9016592347925325        0.0000000000000000       9159        198        144        122        128          0          0        0.0000000000000000 152976.5479762771283276 145810.4757924301666208 132740.9820829784148373 137623.3868153440416791 141578.4494804119458422 148073.4073650254285894 146190.5378097155771684 143305.1295206144277472 141982.1644450775347650 136518.0183295907045249 139006.7200581128709018 133913.1252970620407723 140844.0252975627954584 142060.7098124442272820 139548.3058452352124732 142847.8770903951372020 145677.0960400984040461 145601.1364454125287011 140923.0499784425483085 140903.0693654261413030 142676.4895514402305707 134849.8870667190640233 142043.2963435047422536 144620.1249386678682640
    7538.6427275270561950    -4342.1186278370369109        0.0000000000000000       9057        183        146        114        106          0          0        0.0000000000000000 129021.3961913114180788 124809.7104901737038745 126065.6008154081355315 134949.4351191923196893 133506.1376649868907407 128358.1780866723856889 136360.4409106760285795 122867.3111234250973212 135891.7887411680421792 132152.3744771482888609 128639.6695697891118471 129424.7501905058597913 122222.3301781720510917 130009.3812710799684282 131593.1298453462659381 127822.7894519491965184 132269.6495485746418126 140306.3538650287373457 137051.4229706913174596 131546.9892249517142773 128677.9977808179683052 126233.3740358936775010 124282.2550457937759347 125555.0514741352235433
    1770.5208104429682407     8452.8522505352775624        0.0000000000000000       5583        237        158        156        160          0          0        0.0000000000000000 110558.6598685393400956 116498.7269522855931427 115329.5650309305783594 116396.6857618995854864 123877.6669531973893754 120631.4549755536572775 114862.8558446266106330 123596.0610236725624418 123532.5808982541348087 117541.3428177220484940 118494.0664701120113023 125241.1743416161480127 121501.7265107105340576 120321.4612920475774445 122523.9182829490746371 121721.9734310893545626 121921.6035000786214368 124439.8611505085427780 120683.6655068138497882 124252.9317681726824958 120767.9889067455223994 117410.0382832445466192 114164.6886831910524052 114417.1215450545132626
     129.9022265838577255    -8779.3318792628797382        0.0000000000000000       8138        193        122        140        124          0          0        0.0000000000000000 144975.1162996215571184 140013.9083322550577577 136771.8318803998117801 136420.2773111983551644 141680.4959353293525055 141758.9636658321833238 137511.7602610451867804 143617.1580786790291313 138452.3599411054165103 135046.8568321129423566 132588.3018887489743065 142328.1062282895436510 149142.3978583322605118 142490.4825569279491901 144877.7658859863004182 142592.2441852931515314 143266.5434073358774185 140667.5453616351005621 137932.2440715008415282 131283.4242347898543812 134280.1410529166168999 126908.5724279150745133 142182.7566763427457772 135388.3386698412068654
    4536.3384168735219646     7650.2897145295619339        0.0000000000000000       5219        175        110        118        121          0          0        0.0000000000000000 135163.6319343457289506 129600.2085065573046450 130277.6447059270867612 128880.4549963537283475 124607.9428419218165800 132700.6691896782140248 135309.4781197315896861 137635.2098213048884645 135287.9187270765833091 133924.8451500082155690 140169.6518478621728718 136154.0242655031615868 134821.7231357721611857 128738.2573882883152692 140465.5430637030804064 136583.3902670667448547 138418.2259199539839756 131069.0248388134350535 140212.7447234666324221 138033.3620393215678632 137915.8345095349359326 136316.6935106680030003 135086.5236656694323756 132855.5713902378338389
     -35.7411862675041831    -8714.6675210867961141        0.0000000000000000       5915        196        132        137        122          0          0        0.0000000000000000 144235.9561198309820611 136268.1411178423732053 135856.0007791798852850 142628.3797185810690280 141334.3948036067595240 139668.3039601290656719 140358.5658344780968037 131792.8753638950583991 141630.1805055676377378 134113.0382054450456053 132831.8308053417422343 136468.9757327443803661 139314.3804673782433383 131880.1962128913146444 135134.3783782139362302 134074.4447331680275965 139603.1017379171680659 133337.0252766809717286 136117.5423313479986973 140051.1010074836958665 140092.6537035261280835 131104.8617758457257878 132860.9753060071379878 134330.9611280330573209
   -6771.4822901115503555    -5361.1189292688968635        0.0000000000000000       6082        186        118        116        138          0          0        0.0000000000000000 130919.6667885794013273 130413.6856289918650873 131039.3019818623433821 129734.1277804460260086 126807.6881730744498782 127462.7557554905943107 136117.9383633558172733 129266.0623645979649154 128151.9462050047295634 120569.1260234248184133 128999.9242465920397080 127630.8779784279322485 130141.7815030566707719 127014.1908430352341384 128705.4752091761038173 129602.1729665242601186 130386.3144053613359574 127674.2620562703959877 115651.5354990290943533 122792.4678960158489645 124512.0192936535167973 128715.0625766662997194 125735.9777957671321929 125480.4261017991084373
    7035.8248924452909705     4897.9192017262921581        0.0000000000000000       3125        202        122        140        142          0          0        0.0000000000000000 141001.7565199499949813 135076.4212858596001752 131344.4604817756917328 141651.3197380685014650 129709.9104606560140382 130434.6772702948655933 133224.0678195046493784 134762.5268751999246888 125963.3712337982869940 132958.1810931521758903 136285.9658842035860289 131864.4906860554765444 129148.6287139015767025 121458.2088073800259735 128107.1593040052102879 125190.9053912481758744 132046.1215068424644414 133954.7424328845227137 130439.8138460614427458 131894.7352272711286787 132441.9082991734030657 135891.9255192405544221 131929.2650689839792904 141842.1120482646510936
    5846.2757054042658638     6410.2096387215997311        0.0000000000000000       4301        159        112        108         98          0          0        0.0000000000000000 122163.4173559459741227 119738.0900039485713933 121924.7319875892717391 132185.4268490367394406 130204.5257312153844396 132736.2814372277935036 133330.3407198878412601 125092.4821932766353711 124793.5321114257676527 121825.7245721015060553 123225.2781025329313707 130465.9883516684349161 124583.2166967646044213 128022.8830221546231769 133066.4307984577026218 124369.7856256537779700 130606.1522358800575603 127137.3404249505983898 118713.3872393380443100 124680.9610674764699070 126160.1077828078559833 124130.0917039249470690 126667.4519748541206354 125721.6307773539738264
    5337.0052177080142428     6945.3439472322052097        0.0000000000000000       3850        176        108        122        122          0          0        0.0000000000000000 135993.8373275858757552 137651.1064245352463331 138340.0047218368854374 131513.0901955764275044 131464.2179093376034871 130383.4723743891372578 130641.7870249829720706 127590.9711767627159134 127871.3341148690378759 130877.9237328781164251 133728.7807109839632176 136714.3311490852793213 134399.2427688405732624 136901.5597880136047024 132372.1618833329121117 140362.6589360175130423 132715.8621194961015135 135197.8911937602097169 135189.0027938900166191 137965.8427275958238170 139952.3904807540820912 137319.5160584883997217 139205.6242781940964051 131563.7110701901547145
   -1900.7525531068579312    -8455.9224154744806583        0.0000000000000000       9002        243        166        162        158          0          0        0.0000000000000000 132216.5993155978794675 132526.0456186027440708 129373.4565010750229703 128443.2091227119235555 135292.5333681706688367 131552.3314857367076911 130018.5724445897503756 129883.3892390388937201 125021.7811787173995981 118820.7592102354828967 130839.3931404169852613 130224.3701104319188744 134225.7669478670286480 133718.7637390011223033 133102.4408104732865468 126629.6150010983255925 133666.4364010339777451 134769.0557356408680789 130939.0266520057048183 128226.6747897338937037 135712.4697908523085061 134347.6440401392756030 133377.3595223931188229 128780.4156235766276950
   -8572.3359864068042953     2010.3772224640113109        0.0000000000000000       5850        174        110        116        120          0          0        0.0000000000000000 124878.5084153991774656 122251.4138139675633283 121317.7799629150831606 133842.0531923174567055 128871.9254038907674840 131840.5528722710732836 132416.3028805350768380 128764.7086224207887426 127021.0659441596653778 128094.2273601492197486 127257.9460966745973565 127589.9111056425317656 130689.0387135939090513 124895.9531942466128385 127554.0490177397732623 131104.0817197587166447 130564.5646761171665275 127743.3637193866015878 136033.9075986065727193 130983.6968652071082033 125709.6656883863324765 127287.6567103031702572 134039.7256795812572818 129061.1625444842356956
   -1774.9681295674870398     8506.7709993118787679        0.0000000000000000       5322        225        153        158        137          0          0        0.0000000000000000 129065.6270336790475994 125275.0636410285369493 125954.7689718404726591 134292.4306570907065179 123892.8020263405778678 131104.8120839611219708 133259.9411519080749713 132297.1433224868378602 132034.1812595798110124 125980.7502119494020008 135038.5792456148483325 125841.7919439113611588 129314.3368104321270948 129173.1823336510569789 126352.7669624945119722 130935.4778720974281896 137156.3122885299962945 130267.4847396057884907 129131.4688382667955011 127060.9877437165414449 133433.0542332436889410 127416.5490611784625798 133883.9365235511213541 128231.6824685893370770
   -4482.4502342028554267    -7548.6483577367389444        0.0000000000000000       2596        187        118        118        137          0          0        0.0000000000000000 130221.7953511109662941 132619.7760700130602345 128767.8072458319657017 140609.8110151569708250 136710.9056023239390925 130203.8386479877517559 124766.0548377022641944 127547.9843382936378475 131865.5828727697080467 133409.5155169019999448 126765.5908257585979300 139113.7871612566523254 134073.3526341923279688 135336.8045435276872013 131177.0587183120078407 137838.2233528031792957 131033.3783978773863055 129024.3085389721090905 127266.8088850921631092 129271.5715335377899464 129596.5184357796097174 124085.5730576391797513 124407.1473312319139950 133300.4600370522821322
   -7743.9857685153856437     3744.0459337125262209        0.0000000000000000       3316        235        137        167        164          0          0        0.0000000000000000 124338.8160330987011548 124866.7022422616719268 130486.9836343404022045 125341.0973658360016998 128768.8647459525527665 124697.2857109128963202 118250.9979648455919232 119196.1449785234581213 122928.7997318981360877 131095.0650479538599029 124697.6305149108084152 117322.5309800599643495 124626.0564513077260926 123291.6301300968771102 119502.6698545878025470 122078.9212123238685308 120246.7860757627931889 130342.7753012994071469 130574.8312319368997123 131191.2489504620316438 128605.5348306977975881 129787.7071850352222100 130628.5380649692378938 125457.0274376329180086
    7963.3804803906450616     3785.3378220574932129        0.0000000000000000       6272        189        130        118        130          0          0        0.0000000000000000 142433.1473295937757939 140635.2664695554121863 140161.7437618574185763 143163.0345035868813284 132841.4714082673890516 140080.7779999974882230 143599.5062176410574466 137278.4770409853081219 136404.0682536839740351 134878.7126303899858613 138434.3160772709525190 141271.3752426064456813 138938.0937146051728632 139516.1606515726307407 137567.1106682092649862 134605.5498473154439125 135517.9136543970089406 136447.5695170652470551 140688.0225665641773958 138164.8409240696346387 140498.0859919324284419 142682.3085222902882379 136488.2422997699468397 131018.6591442256467417
    2853.4060290479760624    -8322.9798557329304458        0.0000000000000000       5239        163        111        102        110          0          0        0.0000000000000000 130899.2698220553284045 133604.4046688693633769 132271.1221790083218366 129429.6211555810004938 135990.2912676861160435 133626.0335785326897167 135334.0919855100219138 130326.9249428171024192 135826.3029746721731499 128803.8126697604166111 137698.8959998155769426 122734.6563704855361721 137717.8067541224008892 135050.3643620073853526 129768.5637646866380237 137264.5833710559527390 133645.4814205323636997 129325.5699494079162832 129426.8061764952872181 131787.4479906571796164 135851.5559547411103267 129413.2253136911022011 135267.6048255748755764 131718.0397576803225093
   -6609.6307573641151976     5856.7185693610526869        0.0000000000000000       4759        194        108        150        130          0          0        0.0000000000000000 139396.1758634092693683 141748.7911093442817219 132557.6278843623877037 143166.2446083341492340 141503.8473474656348117 144783.4148824357544072 141123.1247588477563113 138600.8233480671187863 138882.6830320687731728 137175.6937370815139730 133214.6263804108602926 134431.3667168622487225 132558.5803880056482740 140690.8923148083558772 136518.1410952683363575 129494.4565655707847327 134329.8867408689111471 147532.1612003507907502 136485.4340166203619447 132168.1749918421264738 132450.6457694418495521 134514.6434765123412944 137066.4183938121132087 136147.0246207290620077
    5915.6472969520164042     6459.0240415279395165        0.0000000000000000       5147        192        124        126        134          0          0        0.0000000000000000 145327.8430874269688502 136272.1572915455326438 136601.8666395572072361 137499.0432681397942360 145243.5387475263560191 138445.1888137337518856 138241.3114130796748213 134990.4791319823707454 132200.5775965075008571 141265.2905538381892256 130794.3832292374281678 139009.8968111277499702 129677.7559167027502554 137135.4945291152398568 141836.4920575994474348 128462.2507822392508388 140435.4473734849307220 136999.0989271192229353 138407.9512760547804646 148803.4964742905576713 137123.6699699618038721 145082.4717421005479991 143660.6586774275638163 135706.8487845027702861
     625.3713484451627664     8562.4874661330213712        0.0000000000000000       5085        208        136        136        144          0          0        0.0000000000000000 137248.6796984035172500 138956.5421343991765752 137019.2206594721646979 132403.5941935975279193 139093.2629762558208313 130655.9453008360433159 129583.5611891619773814 130656.1203001335525187 134595.9600749989331234 131394.5937036314571742 137249.1193497439089697 131305.9706074954301585 136092.3297480034816545 129851.4492229998722905 134820.8057320671505295 127213.4528945993952220 131709.9274838068522513 133513.0230496019066777 131247.8780851991032250 134091.7266322760260664 121775.3718930720060598 126296.3141772560775280 127885.5979349087865558 132946.4523312360979617
    6439.7474994698577575     5805.7713575393372594        0.0000000000000000       3528        201        132        128        142          0          0        0.0000000000000000 114307.4949368211673573 117804.3211761983839097 118483.8787474556011148 118247.8386678338574711 120332.2149862836231478 126852.6009844202490058 129727.0802898462570738 123553.3709555361710954 127148.5111516142205801 122682.5386086630896898 123843.0271944430132862 117448.3054650452977512 118895.5946736225450877 120284.3674669025058392 124495.9756421957281418 121076.9033721557789249 123120.4427571532869479 121702.9126492719224188 121178.7739772531203926 127214.9975520805455744 123059.5641035941080190 126300.8219975251849974 124874.7203659681399586 116966.6155759940738790
    3628.1932442182232990     8014.4585307271172496        0.0000000000000000       9106        177        120        112        122          0          0        0.0000000000000000 135446.1307350315037183 133146.1851054450962692 123974.3001293804554734 130103.0304396193678258 133241.9800476956006605 130890.7384043040365214 127461.3704466279596090 129983.3460025464009959 134316.9815926865267102 131029.2695181059098104 133524.4723345232778229 136299.3747825584432576 136830.7058932566433214 130321.5053641992562916 135843.5743375985475723 135420.5480523158912547 139600.8515368264052086 136389.0191527311690152 135920.7832198721007444 135886.4349125672888476 131704.5797400392475538 135684.1154716571327299 137140.8877469779981766 138863.6048080292821396
    8568.8767956282936211      805.9625320703135003        0.0000000000000000       3172        186        128        124        120          0          0        0.0000000000000000 142570.3065001865033992 133741.0523773879976943 135873.6209709850081708 132574.5598869088280480 142776.9997864170290995 139142.4207406899658963 129010.2583767444739351 129011.9291286065417808 133851.5536863080342300 132734.8164107426709961 135884.4733534002152737 124225.8293092245876323 130418.6450749267823994 139639.0534843890636694 143553.0995152198593132 140297.9666467024071608 145476.6823657358472701 133390.2133509360719472 136912.0737389019632246 131120.8633660248306114 130022.1555968727770960 138078.6999538419186138 137656.8422814497025684 128889.9244757925771410
    4229.8081549324406296    -7722.4441661571599980        0.0000000000000000       6347        147         97        102         93          0          0        0.0000000000000000 135195.8947760642331559 135521.1293616551556624 138386.4763999404094648 127726.0306986624200363 127661.5776947919948725 136569.0856370615365449 136182.6397633146261796 136508.9490209743671585 132800.2545188737567514 135727.6224353096913546 134512.1791973157960456 134616.2936737452109810 136961.6922404537908733 124032.7569274813868105 132620.1021338545833714 135763.5393130796437617 131691.8116872553946450 133755.5686922351887915 128535.4646518874651520 126421.9055204054457135 141347.0666783699416555 138290.6111906354199164 143968.1814082066412084 135064.6806334133434575
     968.8093838832805886    -8640.4546062754761806        0.0000000000000000       6457        179        116        128        114          0          0        0.0000000000000000 136762.1071914338099305 138005.2546458755969070 134578.4757268071407452 139654.1251724523026496 133325.3359595964720938 140641.4130154543381650 128945.0673715172306402 139751.1085480026958976 133472.4434901297790930 134358.2112587591691408 130555.0243972962925909 128741.3891088937380118 135295.0918996636464726 132221.2960828653012868 138080.9239438599906862 137493.7070610994705930 126297.7382741684268694 126278.1690515396185219 133334.6308952108083759 124169.3935485750407679 128208.8674398885777919 130481.2685032965091523 132993.1651917229755782 132604.4314813412202056
   -5281.0545755216699035     6773.5426198942468545        0.0000000000000000       7513        185        118        130        122          0          0        0.0000000000000000 149553.8484670619363897 144900.7669797376729548 137169.9390503181784879 140245.7689203724730760 139346.1074320590414573 135846.8994168943609111 140690.1261073421919718 141657.9124805654573720 136240.6952470527030528 145721.6355404808418825 143273.7731036588957068 136093.0445867277448997 140777.3663803777308203 133366.9365040056873113 144372.1361570864100941 132575.6450960877991747 139278.1534980801516213 140780.7757121998874936 138541.5993371384683996 130287.7365943247132236 132894.6102074806112796 128188.3960299819300417 134964.8609713632322382 134745.3462683674879372
     426.2905757983652961     8631.9811483255507483        0.0000000000000000       2723        201        130        140        132          0          0        0.0000000000000000 129262.5641236209048657 133854.6386024912062567 127836.1368200243159663 130877.1312737594125792 127151.2792929224378895 122951.3533805010956712 120476.1327537735778606 124100.5471183805348119 127845.7585079813579796 134558.6639326639415231 132416.5257704666582868 131342.9362969741341658 127684.0502404248400126 129055.3020165053894743 128186.8819152948708506 126977.3063238395261578 129904.6032335634226911 137103.0279434650728945 135383.1804064426978584 129958.7116389793518465 124724.7237367234629346 129465.0781299655645853 133816.2565009967074730 132226.8121375839691609
    8552.0174016153905541     1245.0745707097414652        0.0000000000000000       5002        208        125        146        144          0          0        0.0000000000000000 141931.8651071147178300 136664.7188771938090213 134738.8301735441200435 138841.8327793522912543 132845.9822131953551434 135019.1590742201369721 138853.5629185423895251 138824.0732513463881332 136153.3272451990924310 134709.7037870269559789 131869.5838030006561894 129311.4906853307766141 128830.3066813028417528 138942.6764991478703450 129964.0291398873960134 127950.1373633038892876 142545.2658914747589733 136865.6201662912208121 137063.3938312988029793 132010.3609981850313488 134775.8958113784901798 132960.4901852331822738 138767.5483069797919597 142073.9554440309002530
   -1291.4529788995916988    -8593.4704279813486210        0.0000000000000000       8046        189        124        122        132          0          0        0.0000000000000000 126303.2391305744677084 132170.3597672794421669 126955.9894199224072509 122189.8642224431678187 126837.8988224318454741 129307.7054052359017078 131159.8396831399877556 136896.9455610363511369 126633.2159441531402990 119322.7455829430691665 122326.6161505263007712 115328.9814448179386090 132176.8649702061957214 132312.8138825752539560 119519.9460927266190993 122100.3137054043181706 118140.1996102092380170 130291.3867361185984919 125562.0388900201360229 132914.3981381722551305 130544.2777952127071330 134103.2719082697585691 129748.4944708528346382 125740.4097231857449515
    8740.6086283699551132      492.3167129074924446        0.0000000000000000       8728        200        126        130        143          0          0        0.0000000000000000 128017.6212342305807397 132119.0428117464471143 129985.7072489583952120 116316.3641983213747153 130878.7890146317658946 137136.1312361441960093 126972.7790953666844871 131669.4081135128217284 129050.8277770335262176 128672.0492995283129858 126257.1589666920626769 122343.7050762128055794 128629.3780064094316913 135055.3206030011933763 132756.2373935843061190 132337.1498227313859388 129166.4029019947483903 134132.4858096680545714 134726.2395911560161039 126666.9099034746614052 127989.5949335845070891 126194.8155540660809493 136346.7756170061184093 131696.7880516615987290
   -1400.7319671569091497     8651.3105834125617548        0.0000000000000000       8846        183        129        112        123          0          0        0.0000000000000000 139097.1003899980278220 139178.5660646185569931 135938.3147605106350966 134615.2723783746769186 134280.3266610111168120 135230.9095612076343969 141611.8190278510446660 143972.4207761547004338 139265.3806847982632462 133550.4111350878083613 139697.1714805321535096 127182.3211613891180605 133799.4371698792383540 135731.8129345655906945 131879.8892499982321169 125360.1936099940066924 134402.4507389082282316 136104.8133942474378273 141876.1142767714045476 136306.7386070526554249 142234.1176504087925423 137985.1204153728904203 134063.8814535284764133 134998.0482608564489055
    2004.3264412322816952     8524.1692909925604908        0.0000000000000000       9141        156        114        100         98          0          0        0.0000000000000000 131161.2502059472899418 131281.7123108158702962 140398.3500189762853552 130094.9431848233361961 129009.4360215472697746 125782.0052107332739979 133907.9161830644297879 126486.0943356209609192 123920.6247032737446716 123188.3507046218292089 123177.3886616881209193 127228.3526285531406756 134234.8223606766841840 130670.7834359492844669 128400.1107499985664617 136143.9315157731471118 134684.2445876735728234 133667.9771157840150408 138797.0143891894549597 137924.7030717673187610 134292.7223296263837256 130032.7263793917954899 129825.8273437059688149 131851.2252510912076104
    8812.0926370403922192      974.9213784614912583        0.0000000000000000       8305        133         94         78         94          0          0        0.0000000000000000 140836.3503134165657684 137665.2352499201078899 133027.4689676546840928 143032.8052918534376658 146623.1104564626875799 142223.4252870017371606 131543.1172177412663586 142626.8664588725659996 141024.8903906889026985 136984.2082878966466524 145584.4136182130314410 138714.1954716406471562 137952.9020416417915840 138403.5758961542742327 138461.4990746723196935 131229.3575766490830574 139099.6705886967538390 132259.5100250319228508 136633.6900344649329782 131355.9913859607186168 128187.0149072987987893 137120.7627904545806814 140099.4847578278568108 137074.3582823013130110
   -1218.7717174485057967    -8821.3746506559655245        0.0000000000000000       9319        190        136        110        134          0          0        0.0000000000000000 148178.8459595833555795 141281.4495257241651416 139936.1707193775218911 136829.5126523744256701 145180.7536671232664958 142826.8215630556805991 143589.8867515832826030 140318.5215078127803281 148148.9169415606884286 141444.0079679247864988 136553.4160345531126950 139342.3800190920010209 140615.5984553516318556 144639.0012241747463122 146501.5796248407568783 141719.7055997607822064 148826.3685491702053696 146310.2276292581809685 142458.3255984272109345 147726.5990257007943001 137701.3667574726277962 139239.3390874302713200 127881.0142067473207135 139272.9930641817045398
    2389.2619715840564822    -8293.6766575306883169        0.0000000000000000       8671        174        120        102        126          0          0        0.0000000000000000 111960.8901900954951998 119265.3277107840112876 121483.4677349881239934 122238.1747512288566213 117462.6785225552885095 118109.2966847677016631 119892.5302497363154544 118611.5177587405778468 123654.6897136158368085 120657.3275540226750309 123971.8802598009933718 124332.0220142470352584 121865.4688331926590763 128099.3102410343999509 117623.9425284453027416 120368.3239461437478894 121209.8506133504997706 120076.1448232891270891 117967.6853773771726992 121594.5887881213711808 123117.5490851480426500 117069.8109699998894939 118691.9926164471253287 117257.0746249062358402
    7348.2001971302333914    -4689.4838300404871916        0.0000000000000000       3296        179        112        119        126          0          0        0.0000000000000000 128511.9202443513640901 128181.7699102020123973 135406.7585276969766710 137883.7120340195833705 136293.2351452982402407 131943.4427807196043432 130044.8444869396189461 136127.0496209394768812 130747.1830457196192583 132327.0635496337199584 126453.2420387470046990 129039.9857527046406176 123250.1029422884166706 123727.8000200767128263 120155.8033546590304468 127871.0248002827720484 128566.1718492715735920 127870.0261723606963642 133610.6050885752192698 135277.3031801874167286 134275.2667898260988295 125576.5612330777366878 126383.1827302712190431 127591.5459687858965481
   -8854.1177813211816101     1054.0056430953882227        0.0000000000000000       4202        150         94        106         98          0          0        0.0000000000000000 134986.9378594775043894 138037.7629812808299903 128930.4746927093074191 129308.9711074201768497 133123.3299268714035861 138385.8809654773795046 136549.8830186612030957 138945.4472757890180219 136103.6869160939240828 138763.0758438402262982 135953.8285309888306074 129243.6436140146543039 130057.5067037048283964 134347.1805933160067070 139253.1726906571711879 135555.5115669729420915 137239.8572254671598785 137501.3068437909532804 142388.7673405657405965 139796.5142038322228473 142746.3538569008815102 138702.6190754983399529 137181.2928944569139276 138514.8788413878355641
    4369.4469290773249668     7445.5454063840297749        0.0000000000000000       3461        176        118        116        118          0          0        0.0000000000000000 126109.2914221846440341 123752.1464616360899527 124634.4506327310373308 128787.1897538945777342 125612.3997321516799275 128454.1434026211063610 137997.4017475981381722 129501.9378143878129777 129863.2039894598710816 132784.9450269782682881 126383.5736388340592384 130872.3040474588924553 130080.7634905485319905 130597.5832444790285081 124791.7530581071332563 126861.4687757517094724 123544.8299840178515296 126392.6676278267696034 126015.6503082803101279 126483.4821621451119427 119345.5340632313891547 132163.7409791633253917 127110.6453654220094904 127577.1639154698059428
    -159.5274605514795496     8772.6147025496320566        0.0000000000000000       8226        173        112        108        126          0          0        0.0000000000000000 141722.8342665010422934 137679.9631483308621682 137926.9667926428373903 133589.0572397984215058 130542.7571624287229497 134947.2908528912230395 139832.5096933368477039 130471.5870148566609714 139150.7333350246481132 136363.0237197446986102 144747.6350327268010005 137025.2318634115799796 130927.8276745474286145 138137.2940064187278040 139747.8837070555309765 134761.2713512927293777 137154.5813484155805781 142811.5489168441563379 134635.5356714299414307 138845.2082947850576602 132365.2994569836009759 135427.9818257386214100 136612.2705903188325465 136306.7103558740054723
